,Unnamed: 0,mesh_area,mesh_rectangularity,mesh_eccentricity,mesh_volume,mesh_a3,mesh_d1,mesh_d2,mesh_d3,mesh_d4,mesh_compactness,mesh_diameter,ID,class
1404,1404,-0.29611232789848485,1.1166734031355992,0.44748795070605213,-0.2889011001726227,"[0.23338 0.10994 0.1782  0.1127  0.102   0.09484 0.04866 0.05596 0.03642
 0.0279 ]","[0.10678211 0.50865801 0.32756133 0.05699856 0.         0.
 0.         0.         0.         0.        ]","[0.21076 0.03572 0.09626 0.21844 0.24376 0.1223  0.02822 0.02836 0.01448
 0.0017 ]","[0.36494 0.1838  0.17016 0.22876 0.04932 0.00302 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04656507188414612,0.4190374392504811,1720,door
1405,1405,0.12503452974787843,-0.5777264128540094,-0.19146392847705526,-0.18107974705736077,"[0.2499  0.18098 0.1092  0.089   0.07836 0.06304 0.06498 0.07916 0.06328
 0.0221 ]","[0.5710207  0.10778016 0.14275517 0.17844397 0.         0.
 0.         0.         0.         0.        ]","[0.25692 0.1721  0.0735  0.09036 0.20278 0.14308 0.00702 0.00724 0.03368
 0.01332]","[0.37482 0.36756 0.13244 0.0841  0.0342  0.00448 0.0024  0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04647623892331591,0.8036449434814942,495,liquid_container
1406,1406,0.3024733694733052,0.12832461491166583,-0.17486379633254073,0.14976734543835107,"[0.1828  0.13344 0.08992 0.17912 0.21468 0.13496 0.03286 0.01674 0.01138
 0.0041 ]","[0.         0.         0.37326608 0.62673392 0.         0.
 0.         0.         0.         0.        ]","[0.12470984 0.0841071  0.03431922 0.0066037  0.13007284 0.1151845
 0.02797567 0.21978308 0.20483471 0.05240935]","[0.10252 0.18908 0.2031  0.10338 0.03258 0.36756 0.00178 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04656998245625936,1.1575201990024466,909,table
1407,1407,-0.6577137037524176,-0.5352265109480898,-0.15168755447197652,-0.42444976070094603,"[0.27374 0.18598 0.10782 0.07302 0.08392 0.06522 0.06012 0.06506 0.05336
 0.03176]","[0.32908367 0.19043825 0.47410359 0.0063745  0.         0.
 0.         0.         0.         0.        ]","[0.12406 0.17852 0.16396 0.17636 0.12418 0.09036 0.0607  0.07718 0.00468
 0.     ]","[2.4514e-01 4.3384e-01 2.4238e-01 7.0400e-02 8.1600e-03 8.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04660842477011436,-0.639057161560167,1316,helicopter
1408,1408,-0.38906137046188366,0.45280502201227735,-0.12290070928500475,-0.3526260564036807,"[0.23894 0.1428  0.13472 0.114   0.12584 0.08664 0.06368 0.04894 0.0318
 0.01264]","[0.76274165 0.10896309 0.10281195 0.0254833  0.         0.
 0.         0.         0.         0.        ]","[4.9348e-01 1.3016e-01 1.3090e-01 1.2396e-01 8.4100e-02 2.6140e-02
 8.2800e-03 2.2400e-03 7.0000e-04 4.0000e-05]","[6.9914e-01 2.3702e-01 4.8540e-02 1.4600e-02 6.8000e-04 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04655412643169259,0.5141756766967335,1721,door
1409,1409,0.48691604463768184,0.17855430639316466,-0.19689703929114794,0.3754225868437252,"[0.14476 0.20734 0.15996 0.1369  0.10788 0.08618 0.06696 0.04924 0.03086
 0.00992]","[0.29023605 0.24356223 0.26126609 0.20493562 0.         0.
 0.         0.         0.         0.        ]","[0.05846 0.1305  0.15944 0.17822 0.23066 0.10522 0.04938 0.04492 0.0361
 0.0071 ]","[0.08106 0.28758 0.35096 0.20586 0.0623  0.01224 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.046579508234010226,0.7687835544532263,496,liquid_container
1410,1410,-0.3865779910143633,-0.12972192135725294,-0.1694920269143025,-0.06612177103070932,"[0.19278 0.16834 0.12932 0.11776 0.1236  0.1073  0.0734  0.04694 0.02948
 0.01108]","[0.05266419 0.19516729 0.54213135 0.21003717 0.         0.
 0.         0.         0.         0.        ]","[0.0791  0.11082 0.10946 0.09022 0.17452 0.13064 0.14106 0.04674 0.10128
 0.01616]","[0.0958  0.2326  0.30916 0.2136  0.12982 0.01902 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05]",-0.046625013460442274,0.5530995722045106,91,quadruped
1411,1411,-0.5480047870338475,-0.5950560255361117,-0.11047621587737835,-0.44404394538259717,"[0.33674 0.16148 0.09418 0.06712 0.0617  0.04978 0.04806 0.05694 0.07668
 0.04732]","[0.35034014 0.3579932  0.25085034 0.04081633 0.         0.
 0.         0.         0.         0.        ]","[0.1609  0.204   0.17578 0.1729  0.1256  0.08782 0.04716 0.0213  0.00454
 0.     ]","[3.3238e-01 4.9304e-01 1.2282e-01 4.6620e-02 5.0200e-03 1.2000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046508638498028776,-0.6113394497106954,1317,helicopter
1412,1412,0.02109206026580847,0.44421683906746073,-0.20000755408910986,-0.17716859539672286,"[0.21638 0.16352 0.14564 0.12838 0.1129  0.07436 0.05444 0.04704 0.03698
 0.02036]","[0.9671151  0.00298954 0.01046338 0.01345291 0.00597907 0.
 0.         0.         0.         0.        ]","[5.4948e-01 3.8524e-01 4.9800e-03 1.0560e-02 2.1940e-02 1.8180e-02
 8.9400e-03 5.0000e-04 8.0000e-05 1.0000e-04]","[8.5932e-01 1.1874e-01 1.8240e-02 3.1000e-03 4.6000e-04 1.4000e-04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0465224037476096,0.67983286972052,1722,door
1413,1413,-0.32094367985245786,0.8628389623618619,-0.1939932147221526,0.10639692795612973,"[0.14924 0.20546 0.15316 0.13648 0.11036 0.08242 0.06194 0.05262 0.03692
 0.0114 ]","[0.4801444  0.16847172 0.27436823 0.07701564 0.         0.
 0.         0.         0.         0.        ]","[0.0781  0.20242 0.19772 0.25272 0.12098 0.06934 0.0434  0.0224  0.01248
 0.00044]","[0.12468 0.42368 0.33208 0.10682 0.01274 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.0466279475424659,-0.11072447474355684,497,liquid_container
1414,1414,1.8819665465017186,-0.853852587676189,-0.19443075627572823,-0.5241891668153252,"[0.19494 0.16442 0.15786 0.12468 0.10104 0.08078 0.06192 0.04626 0.03698
 0.03112]","[0.11111111 0.49048496 0.3388582  0.05954573 0.         0.
 0.         0.         0.         0.        ]","[0.08752175 0.1148823  0.18884378 0.17764355 0.15740315 0.16258325
 0.07616152 0.02886058 0.00570011 0.00040001]","[1.6340e-01 2.7918e-01 2.8460e-01 1.8842e-01 7.1980e-02 1.2280e-02
 1.4000e-04 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",24.091868618749444,1.4139144238647154,910,table
1415,1415,-0.6061830253310817,-0.7021433163692319,-0.11632891617409186,-0.46360330453060894,"[0.27374 0.1689  0.11544 0.08352 0.06868 0.06208 0.06228 0.058   0.06322
 0.04414]","[0.56626506 0.30981067 0.0524957  0.07056799 0.00086059 0.
 0.         0.         0.         0.        ]","[0.26062 0.27478 0.1788  0.10124 0.0611  0.05868 0.0391  0.01948 0.0062
 0.     ]","[5.6402e-01 3.2654e-01 8.0100e-02 2.2320e-02 6.9600e-03 6.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046503524777419696,-0.4975439948250832,1318,helicopter
1416,1416,0.18135306869125786,0.6423977362539725,0.6561855312725972,-0.286228070585838,"[0.2201  0.18182 0.15776 0.11872 0.0921  0.06754 0.05298 0.04228 0.03748
 0.02922]","[0.13766234 0.33506494 0.37337662 0.13506494 0.01883117 0.
 0.         0.         0.         0.        ]","[0.05776593 0.09548816 0.16309555 0.18227736 0.19546612 0.12691668
 0.08033513 0.05846746 0.03192961 0.008258  ]","[0.12988 0.25908 0.27658 0.20744 0.09508 0.0272  0.00474 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04624573763995757,1.9835382258810357,1723,door
1417,1417,0.7275350015920062,0.8383468723446275,-0.20269842990370515,2.760832216154423,"[0.12462 0.18872 0.20214 0.16162 0.10804 0.08342 0.0677  0.0395  0.01906
 0.00518]","[0.13655761 0.14224751 0.31294452 0.40825036 0.         0.
 0.         0.         0.         0.        ]","[0.03714734 0.06348855 0.09948887 0.14126454 0.16853141 0.15883205
 0.12379764 0.12359641 0.05964503 0.02420815]","[4.8040e-02 1.6102e-01 2.5124e-01 2.6062e-01 1.7590e-01 7.9360e-02
 2.3580e-02 2.4000e-04 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",-0.046629863029519374,1.218118827030029,498,liquid_container
1418,1418,0.25437272251927057,-0.23295837619304552,-0.18727810702102554,-0.20114390330326945,"[0.15576 0.19784 0.12068 0.14772 0.16012 0.10356 0.05324 0.03108 0.02038
 0.00962]","[0.01872659 0.16853933 0.51685393 0.29588015 0.         0.
 0.         0.         0.         0.        ]","[0.05404 0.0798  0.0998  0.17164 0.12846 0.08468 0.06966 0.12618 0.17354
 0.0122 ]","[0.06652 0.18802 0.24918 0.23788 0.22586 0.03254 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04637923370453558,0.5850269624851956,911,table
1419,1419,-0.7909562594650901,-0.713473038635336,-0.13671448656894838,-0.4897046912270248,"[0.31124 0.16872 0.1057  0.08568 0.06898 0.06012 0.05058 0.05758 0.05828
 0.03312]","[0.43350063 0.45043915 0.11606023 0.         0.         0.
 0.         0.         0.         0.        ]","[2.4618e-01 2.4958e-01 2.3216e-01 1.0450e-01 1.2654e-01 4.0440e-02
 5.0000e-04 0.0000e+00 1.0000e-04 0.0000e+00]","[5.2710e-01 3.9752e-01 5.8160e-02 1.5380e-02 1.7800e-03 6.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04661074947836937,-0.7330864328055728,1319,helicopter
1420,1420,0.19406209307650402,0.734738863474551,0.678527670669966,-0.34489540237533484,"[0.21682 0.19044 0.152   0.11182 0.09394 0.0688  0.05292 0.0452  0.03902
 0.02904]","[0.21290323 0.41290323 0.29419355 0.06129032 0.01870968 0.
 0.         0.         0.         0.        ]","[0.06572 0.12532 0.20352 0.19658 0.18208 0.1089  0.05608 0.0358  0.02234
 0.00366]","[0.15838 0.31822 0.30752 0.15506 0.05048 0.01034 0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.045923727799458566,0.7260776464853894,1724,door
1421,1421,-0.011859946985045496,-0.6916103611202878,-0.19558116264946895,-0.3306228075565132,"[0.1741  0.2152  0.14706 0.11874 0.09436 0.08024 0.06234 0.05506 0.04072
 0.01218]","[0.39034716 0.25402202 0.17273497 0.18289585 0.         0.
 0.         0.         0.         0.        ]","[0.1118  0.14036 0.19682 0.19384 0.14286 0.10666 0.04354 0.03266 0.02554
 0.00592]","[0.143   0.39144 0.28886 0.13408 0.034   0.00802 0.0006  0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04630673952619539,0.5097507184986018,499,liquid_container
1422,1422,-0.24311599904665787,-0.23339791492384715,-0.18955934234763802,-0.18616058374233735,"[0.15518 0.2002  0.10788 0.16198 0.17054 0.11346 0.0429  0.02482 0.01552
 0.00752]","[0.00290135 0.1131528  0.10444874 0.7794971  0.         0.
 0.         0.         0.         0.        ]","[0.0608525  0.06175387 0.07239003 0.09464386 0.17618781 0.08382742
 0.06117298 0.05199904 0.18698422 0.15018829]","[0.05842 0.12974 0.17678 0.21744 0.20768 0.20556 0.00438 0.      0.
 0.     ]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.04659229460636516,1.1123962082973802,912,table
1423,1423,-0.5425240934529438,0.5473616573364477,-0.11574136319518369,-0.36271018827819196,"[0.22162 0.20246 0.11662 0.099   0.09324 0.074   0.0624  0.0619  0.05234
 0.01642]","[0.50803859 0.23472669 0.25126321 0.00597152 0.         0.
 0.         0.         0.         0.        ]","[0.12762 0.22152 0.2613  0.18572 0.10642 0.05008 0.02536 0.01846 0.00352
 0.     ]","[0.24416 0.51888 0.23448 0.00248 0.      0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046603761457626916,-0.7150382241886115,132,human
1424,1424,-0.011406535782479419,-0.10810872380609812,0.5674289558748429,-0.21350074645351907,"[0.35488 0.13642 0.08616 0.06432 0.04988 0.04614 0.05754 0.06064 0.08236
 0.06166]","[0.00392157 0.62679739 0.24379085 0.06862745 0.03856209 0.01699346
 0.00130719 0.         0.         0.        ]","[0.42507751 0.06018115 0.02403193 0.02307957 0.03019189 0.11945047
 0.19567993 0.06431481 0.03783105 0.0201617 ]","[5.8558e-01 3.0872e-01 5.1040e-02 3.6700e-02 1.6140e-02 1.7200e-03
 1.0000e-04 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04650846669662789,2.5500246807176628,1725,door
1425,1425,-0.42251033057817516,-0.468014693462941,-0.19455814546946487,-0.2875862202945842,"[0.14646 0.21206 0.16974 0.1324  0.10262 0.08638 0.06726 0.04598 0.0269
 0.0102 ]","[0.28549061 0.53340292 0.16075157 0.02035491 0.         0.
 0.         0.         0.         0.        ]","[7.2540e-02 2.3378e-01 2.6134e-01 2.0482e-01 1.2798e-01 7.2240e-02
 2.3980e-02 2.9000e-03 4.0000e-04 2.0000e-05]","[1.3502e-01 5.1662e-01 2.8604e-01 5.7260e-02 5.0000e-03 6.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046601114577991966,0.0409317094622383,5,arthropod
1426,1426,0.2752515825424077,-0.27750039525651876,-0.2015063415313647,0.2812910413516457,"[0.11062 0.15292 0.22902 0.17666 0.14756 0.09896 0.04432 0.02196 0.0118
 0.00618]","[0.         0.00943396 0.29502573 0.54459691 0.1509434  0.
 0.         0.         0.         0.        ]","[0.04739678 0.05932776 0.0424019  0.05690667 0.08602526 0.1346653
 0.08912252 0.1886492  0.18402513 0.11147949]","[4.4600e-02 1.1260e-01 1.0352e-01 1.3262e-01 1.6282e-01 2.3364e-01
 1.5874e-01 5.1400e-02 6.0000e-05 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05]",-0.0465930844732947,2.790466783104492,913,table
1427,1427,-0.7124122926666207,-0.7816749752829966,-0.17126055154470124,-0.4872227585845309,"[0.16828 0.21082 0.16396 0.11828 0.09384 0.07642 0.06428 0.05232 0.03692
 0.01488]","[0.57177033 0.38157895 0.01375598 0.02870813 0.0041866  0.
 0.         0.         0.         0.        ]","[0.18204 0.38102 0.244   0.10792 0.03482 0.02276 0.01306 0.01352 0.00086
 0.     ]","[3.6080e-01 5.8666e-01 5.0960e-02 1.3400e-03 2.4000e-04 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04653659169012814,-0.3668095199648906,1320,helicopter
1428,1428,1.2082210631972503,-0.6837403620475939,-0.07378172077895964,-0.4735855113650392,"[0.19662 0.18702 0.14336 0.1176  0.0895  0.0717  0.06534 0.05448 0.04914
 0.02524]","[0.33918919 0.27027027 0.28783784 0.09391892 0.00878378 0.
 0.         0.         0.         0.        ]","[0.10517673 0.13401422 0.18620206 0.1913087  0.1651547  0.10603785
 0.0643837  0.03124061 0.01297687 0.00350456]","[1.9400e-01 3.7036e-01 2.5116e-01 1.2528e-01 4.4540e-02 1.2320e-02
 2.1200e-03 2.2000e-04 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",0.01627169012014272,2.489822487940639,1726,door
1429,1429,-0.45684847343900875,0.47486732665412135,-0.1802195097514308,0.13512013745920015,"[0.173   0.1934  0.14906 0.11626 0.09952 0.0871  0.07398 0.05826 0.03586
 0.01356]","[0.23182442 0.49657064 0.25651578 0.01508916 0.         0.
 0.         0.         0.         0.        ]","[8.8040e-02 2.1750e-01 2.4116e-01 1.6706e-01 1.3460e-01 8.5860e-02
 5.1120e-02 1.4540e-02 1.2000e-04 0.0000e+00]","[0.1406  0.45164 0.34006 0.0669  0.0008  0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",-0.04663307919224557,-0.6488430839272752,50,flying_creature
1430,1430,-0.2553873596312528,-0.2943143356408411,-0.13700024722704493,-0.39796123262056465,"[0.21866 0.17382 0.09852 0.10894 0.1505  0.11044 0.06134 0.0406  0.02624
 0.01094]","[0.01301115 0.1802974  0.71251549 0.09417596 0.         0.
 0.         0.         0.         0.        ]","[0.09198 0.13932 0.18784 0.08922 0.03864 0.09168 0.0862  0.2068  0.06832
 0.     ]","[0.1042  0.2738  0.29896 0.26728 0.05576 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00]",-0.04633504939663029,-0.18056287650562508,914,table
1431,1431,-0.7405756847220707,-0.7213795270101973,-0.16973638040391262,-0.47253451445064937,"[0.20242 0.17846 0.15992 0.12132 0.10118 0.08148 0.06204 0.051   0.03074
 0.01144]","[0.69826136 0.20639372 0.04094223 0.05440269 0.         0.
 0.         0.         0.         0.        ]","[2.5280e-01 3.9936e-01 1.8488e-01 4.4140e-02 5.5560e-02 3.8520e-02
 2.3420e-02 1.2800e-03 4.0000e-05 0.0000e+00]","[5.3164e-01 4.0320e-01 6.2400e-02 2.7200e-03 4.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04660414618267747,-0.7267283459679326,1321,helicopter
1432,1432,0.7594934110849507,0.7619894967168402,-0.048345867641537414,-0.2476662087590837,"[0.18618 0.13578 0.12418 0.11952 0.1477  0.11234 0.06628 0.04718 0.03764
 0.0232 ]","[0.52843847 0.17269907 0.2352637  0.06256463 0.00103413 0.
 0.         0.         0.         0.        ]","[0.29713189 0.06894276 0.14222569 0.16262651 0.17920717 0.08620345
 0.03870155 0.0175607  0.00628025 0.00112004]","[4.5452e-01 2.7424e-01 1.4968e-01 9.2360e-02 2.5160e-02 3.8800e-03
 1.6000e-04 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04560345099419225,1.436375580732935,1727,door
1433,1433,0.7736501643918837,1.2155375816897076,-0.20107870390882043,3.5477484603553897,"[0.1197  0.20218 0.19194 0.15576 0.11688 0.0892  0.05834 0.0369  0.02258
 0.00652]","[0.1424581  0.2886406  0.40875233 0.10148976 0.05865922 0.
 0.         0.         0.         0.        ]","[0.02962054 0.08809749 0.13261879 0.17655694 0.20585574 0.13832975
 0.09107362 0.06225744 0.05015182 0.02543787]","[3.7240e-02 2.1880e-01 3.2384e-01 2.5538e-01 1.1992e-01 3.7400e-02
 7.3400e-03 8.0000e-05 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04663188607284725,1.667502829033815,500,liquid_container
1434,1434,-0.21384646617468742,-0.4754309856206576,-0.19568914704521012,-0.25874777684217015,"[0.13752 0.20206 0.1498  0.15096 0.14788 0.09998 0.05238 0.03286 0.01742
 0.00914]","[0.00952915 0.17881166 0.44730942 0.36434978 0.         0.
 0.         0.         0.         0.        ]","[0.04197358 0.07133707 0.09053243 0.1552442  0.13446757 0.11543235
 0.0842474  0.13508807 0.14329464 0.02838271]","[0.0509  0.1437  0.20094 0.22074 0.25578 0.1221  0.00584 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.046554775810385654,1.17737648970275,915,table
1435,1435,-0.7138983643640359,-0.7471141107037389,-0.18849267666779135,-0.4671737031775736,"[0.19552 0.18222 0.15364 0.12862 0.09904 0.07964 0.06554 0.0498  0.03344
 0.01254]","[0.63995783 0.25619399 0.10384818 0.         0.         0.
 0.         0.         0.         0.        ]","[0.22038 0.40042 0.18306 0.07716 0.0735  0.0402  0.00366 0.0007  0.00092
 0.     ]","[0.51266 0.42764 0.05504 0.00412 0.00054 0.      0.      0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04659557525806237,-0.6981593401478632,1322,helicopter
1436,1436,0.22507806007554884,1.3103117697652267,0.37490541011164386,-0.05589411438222301,"[0.29394 0.09484 0.18592 0.06596 0.0869  0.07106 0.0555  0.07486 0.0298
 0.04122]","[0.56888008 0.         0.07928642 0.29980178 0.05203171 0.
 0.         0.         0.         0.        ]","[0.26816538 0.10161516 0.00347279 0.05831826 0.12089019 0.27535755
 0.08414845 0.04697518 0.03257028 0.00848677]","[0.40984 0.34366 0.07312 0.05462 0.07672 0.0287  0.01066 0.00268 0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e-05 0.0000e+00 0.0000e+00]",-0.04652320887502792,2.65122478537492,1728,door
1437,1437,0.525772532451121,-0.43711178196167705,-0.2015946533338295,-0.09569466983549087,"[0.10572 0.18368 0.18834 0.17126 0.13974 0.09296 0.0619  0.03188 0.01794
 0.00658]","[0.09421642 0.38526119 0.36287313 0.12033582 0.03731343 0.
 0.         0.         0.         0.        ]","[0.04782861 0.07727391 0.12914325 0.20511692 0.21339841 0.1394451
 0.0783141  0.06319137 0.03828689 0.00800144]","[0.049   0.18052 0.30412 0.26138 0.14188 0.06266 0.00044 0.      0.
 0.     ]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 2.0000e-05 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04636276915170751,0.881888277355375,501,liquid_container
1438,1438,0.8288924765602375,-0.18929567106797046,-0.20332448546899748,0.8582524498232871,"[0.10924 0.10804 0.26302 0.17632 0.15564 0.10976 0.04068 0.02098 0.01124
 0.00508]","[0.         0.00259067 0.03160622 0.41036269 0.52435233 0.03108808
 0.         0.         0.         0.        ]","[0.04484467 0.05581227 0.05965371 0.05188732 0.05275025 0.05737112
 0.07156775 0.23958913 0.22853802 0.13798575]","[0.01812 0.06948 0.09822 0.10244 0.12886 0.13702 0.1949  0.19434 0.056
 0.00062]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.04659006459080992,4.866795951143949,916,table
1439,1439,-0.7332758931899681,-0.7766992188124725,-0.18130643954077358,-0.4590359832013205,"[0.18282 0.20096 0.14372 0.10634 0.0915  0.08942 0.07954 0.05806 0.0347
 0.01294]","[0.66788512 0.27937337 0.04177546 0.01096606 0.         0.
 0.         0.         0.         0.        ]","[2.4462e-01 4.0714e-01 2.2466e-01 6.3220e-02 3.6640e-02 1.8620e-02
 4.9000e-03 1.0000e-04 1.0000e-04 0.0000e+00]","[4.7526e-01 4.8180e-01 4.1260e-02 1.6200e-03 6.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]","[9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 2.0000e-05 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]",-0.04661355216209631,-0.31319455473583563,1323,helicopter
